361	純
362	旌
363	錠
364	睽
365	稂
366	都
367	異
368	御
369	觝
370	愒
371	見
372	匭
373	匕
374	幬
375	逮
376	瀑
377	冾
378	霂
379	授
380	溫
381	劓
382	車
383	袪
384	庖
385	飫
386	酷
387	業
388	畫
389	埴
390	貳
391	泛
392	筯
393	狷
394	顎
395	端
396	韭
397	防
398	娶
399	含
400	匈
401	忠
402	妻
403	梱
404	搗
405	蒐
406	據
407	鳧
408	睆
409	慫
410	兜
411	稚
412	蘚
413	佯
414	潦
415	羝
416	苗
417	婁
418	甲
419	靈
420	厖
421	注
422	極
423	抵
424	泳
425	瀼
426	孰
427	耳
428	寘
429	椀
430	塘
431	騁
432	負
433	巑
434	阿
435	科
436	簧
437	兵
438	慣
439	鋂
440	單
441	鳴
442	窬
443	鞨
444	莘
445	匡
446	禦
447	僑
448	敎
449	蹟
450	淠
451	掊
452	嗑
453	薅
454	蟻
455	好
456	柞
457	念
458	絰
459	況
460	顧
461	廣
462	覓
463	提
464	傒
465	擡
466	睦
467	洵
468	幫
469	跖
470	町
471	宂
472	紛
473	甫
474	滿
475	疳
476	豶
477	蜀
478	姜
479	硜
480	魅
481	湑
482	雱
483	隋
484	剋
485	訐
486	軍
487	脇
488	寸
489	蓴
490	辰
491	烽
492	竣
493	巧
494	胤
495	核
496	薯
497	弧
498	醱
499	絃
500	潰
501	癩
502	齋
503	蕁
504	綢
505	茆
506	紆
507	殘
508	萎
509	髳
510	菹
511	熬
512	鷹
513	坑
514	距
515	樑
516	懊
517	袒
518	爀
519	奏
520	阨
521	迅
522	堭
523	秋
524	續
525	諼
526	籍
527	帳
528	邊
529	嘅
530	觶
531	黜
532	曲
533	幼
534	讒
535	嘉
536	庸
537	焞
538	磵
539	謖
540	洶
541	瘟
542	濠
543	亥
544	皆
545	沫
546	仍
547	茴
548	臍
549	辱
550	齷
551	半
552	摸
553	綣
554	漘
555	河
556	幩
557	痔
558	壁
559	戒
560	泓
561	殉
562	館
563	忽
564	瞬
565	沓
566	絨
567	芋
568	麀
569	弓
570	又
571	綾
572	賭
573	偏
574	壺
575	閣
576	餤
577	昐
578	于
579	慊
580	棼
581	寵
582	討
583	輕
584	廂
585	稶
586	瑟
587	瞭
588	句
589	涯
590	顙
591	窕
592	琯
593	翡
594	僥
595	訪
596	泥
597	濰
598	琬
599	映
600	吝
601	螢
602	訃
603	寃
604	捫
605	万
606	板
607	籤
608	沱
609	襜
610	刷
611	逭
612	娃
613	絺
614	蝪
615	麥
616	咷
617	鏤
618	廐
619	蔗
620	尺
621	礬
622	嶠
623	勸
624	騢
625	而
626	哨
627	慷
628	丰
629	頄
630	諭
631	順
632	磬
633	杳
634	頒
635	礖
636	餔
637	仟
638	二
639	詰
640	自
641	罩
642	改
643	敔
644	法
645	韜
646	亮
647	嗚
648	初
649	圻
650	珩
651	湟
652	披
653	茇
654	喈
655	犬
656	吊
657	謁
658	釵
659	賞
660	績
661	察
662	郇
663	隴
664	嗅
665	蹠
666	術
667	祛
668	稻
669	褰
670	虛
671	冠
672	還
673	歠
674	仡
675	寅
676	爆
677	雯
678	州
679	欄
680	甘
681	脆
682	誑
683	巷
684	肫
685	飭
686	竊
687	纔
688	敝
689	凌
690	慙
691	劉
692	庚
693	虔
694	跂
695	唜
696	驩
697	隻
698	遍
699	鑠
700	痻
701	鎡
702	蓮
703	荒
704	凶
705	椰
706	切
707	慧
708	豊
709	艇
710	闚
711	迸
712	許
713	鑿
714	芍
715	霔
716	扆
717	芝
718	努
719	楫
720	玭
721	鍵
722	爹
723	燼
724	荃
725	譽
726	麟
727	甬
728	笞
729	粳
730	瓠
731	蔌
732	攘
733	良
734	苢
735	鷖
736	驥
737	耦
738	掌
739	俵
740	晙
741	秠
742	吃
743	邸
744	箘
745	鶩
746	非
747	滎
748	副
749	莩
750	騋
751	腸
752	干
753	匏
754	犯
755	啍
756	逐
757	鯀
758	奇
759	巘
760	迹
761	雘
762	鈿
763	詮
764	走
765	麃
766	訒
767	扁
768	遭
769	聾
770	詈
771	箏
772	烔
773	姤
774	旐
775	丘
776	携
777	媓
778	勝
779	呻
780	侮
781	簾
782	絹
783	筋
784	承
785	埻
786	席
787	閭
788	女
789	毘
790	肯
791	釪
792	瑩
793	惑
794	纂
795	坍
796	婦
797	晳
798	來
799	櫟
800	鮮
801	化
802	嗔
803	奔
804	盤
805	湖
806	凉
807	報
808	顚
809	肝
810	冽
811	鴇
812	窺
813	煬
814	幝
815	峽
816	臄
817	遁
818	屯
819	複
820	裔
821	烙
822	以
823	貶
824	靂
825	費
826	聒
827	嘴
828	螫
829	遡
830	駭
831	繻
832	久
833	氷
834	罔
835	令
836	慘
837	粱
838	薛
839	厄
840	偸
841	奈
842	諒
843	侖
844	襲
845	酲
846	藹
847	浣
848	琫
849	會
850	胡
851	脛
852	蔦
853	筬
854	衫
855	醍
856	傚
857	阻
858	冀
859	螽
860	瘨
861	灘
862	嚬
863	罕
864	敃
865	疷
866	觸
867	汨
868	云
869	碻
870	瞼
871	沇
872	蜜
873	昌
874	恣
875	儼
876	奡
877	搏
878	裸
879	否
880	溶
881	墐
882	畸
883	輛
884	禮
885	般
886	祋
887	風
888	煞
889	邙
890	笰
891	膿
892	虐
893	最
894	愆
895	櫚
896	咮
897	刵
898	罪
899	趣
900	沃
901	鷗
902	艶
903	鵡
904	蒜
905	時
906	錟
907	穡
908	饍
909	崙
910	勵
911	力
912	憯
913	稢
914	曁
915	磋
916	埇
917	鑽
918	帿
919	丁
920	膺
921	强
922	痰
923	憁
924	玗
925	罭
926	獅
927	笭
928	偃
929	斃
930	使
931	禘
932	璹
933	穧
934	适
935	蛋
936	朞
937	薨
938	餉
939	處
940	秸
941	進
942	糢
943	奧
944	麌
945	湮
946	璇
947	厘
948	鏜
949	祇
950	低
951	蝨
952	玉
953	嚆
954	蝀
955	將
956	衷
957	墦
958	壘
959	瀚
960	午
961	硫
962	濚
963	軝
964	郿
965	貢
966	鮪
967	萩
968	饔
969	裁
970	粃
971	間
972	宣
973	繒
974	娑
975	悅
976	矯
977	批
978	贍
979	熉
980	珹
981	泄
982	炘
983	祺
984	剪
985	臨
986	冤
987	炰
988	龜
989	巽
990	鰐
991	餗
992	洋
993	嫄
994	焱
995	鰒
996	息
997	蛤
998	火
999	筥
1000	回
1001	喓
1002	確
1003	高
1004	蝴
1005	皿
1006	墜
1007	昑
1008	玠
1009	徘
1010	祐
1011	楙
1012	掇
1013	跨
1014	忮
1015	嗽
1016	聖
1017	聚
1018	蛟
1019	黔
1020	蔭
1021	志
1022	洳
1023	雍
1024	躬
1025	殮
1026	勢
1027	啼
1028	蹲
1029	縱
1030	柯
1031	潨
1032	灝
1033	霽
1034	玩
1035	鍚
1036	怜
1037	錤
1038	旁
1039	贓
1040	瓷
1041	醵
1042	懺
1043	杲
1044	瀜
1045	莞
1046	糾
1047	蟄
1048	繇
1049	恊
1050	蜂
1051	盼
1052	傷
1053	蓄
1054	占
1055	昶
1056	熄
1057	躊
1058	芎
1059	欽
1060	夏
1061	粉
1062	唇
1063	犁
1064	蓷
1065	國
1066	適
1067	釋
1068	俑
1069	墳
1070	角
1071	復
1072	鴥
1073	神
1074	堄
1075	鞭
1076	蕙
1077	餘
1078	佖
1079	播
1080	受
1081	薑
1082	纑
1083	紗
1084	擒
1085	催
1086	肛
1087	瓘
1088	義
1089	靑
1090	末
1091	迄
1092	痘
1093	箸
1094	憙
1095	椧
1096	鱗
1097	嘆
1098	衒
1099	紐
1100	殯
1101	黻
1102	昴
1103	夔
1104	構
1105	孃
1106	詣
1107	赦
1108	桐
1109	越
1110	椶
1111	洛
1112	剩
1113	旃
1114	屹
1115	渼
1116	瑾
1117	殽
1118	塔
1119	鮟
1120	共
1121	趙
1122	灌
1123	羜
1124	港
1125	簸
1126	芹
1127	兮
1128	踏
1129	檼
1130	敗
1131	杶
1132	計
1133	瓚
1134	仔
1135	籲
1136	憖
1137	鰷
1138	沈
1139	堆
1140	掖
1141	避
1142	癤
1143	浦
1144	結
1145	淸
1146	鄂
1147	褐
1148	病
1149	埤
1150	澄
1151	押
1152	錢
1153	竅
1154	瓏
1155	珤
1156	甑
1157	鍋
1158	窮
1159	囑
1160	鏘
1161	疃
1162	拭
1163	援
1164	士
1165	盂
1166	每
1167	漢
1168	霸
1169	英
1170	灉
1171	劑
1172	竹
1173	襋
1174	逝
1175	刮
1176	鬫
1177	葑
1178	宜
1179	棣
1180	頤
1181	索
1182	鶖
1183	怭
1184	煮
1185	徑
1186	薿
1187	蹤
1188	匹
1189	茁
1190	陰
1191	円
1192	枉
1193	疹
1194	叡
1195	嫂
1196	咆
1197	澔
1198	關
1199	蝤
1200	蝎
1201	壙
1202	黼
1203	彝
1204	冪
1205	柘
1206	鋒
1207	妗
1208	縐
1209	惺
1210	黍
1211	裒
1212	項
1213	丹
1214	脞
1215	墉
1216	完
1217	更
1218	今
1219	明
1220	喬
1221	炡
1222	帷
1223	栝
1224	搆
1225	銅
1226	紱
1227	禛
1228	內
1229	彘
1230	型
1231	輊
1232	醬
1233	戎
1234	炊
1235	甕
1236	剔
1237	逗
1238	骨
1239	祔
1240	牧
1241	鄙
1242	贇
1243	僭
1244	紬
1245	壞
1246	哂
1247	蒙
1248	畬
1249	璞
1250	鵬
1251	慤
1252	濡
1253	嗜
1254	恫
1255	痴
1256	粥
1257	肄
1258	淨
1259	芦
1260	玹
1261	綎
1262	嘶
1263	醇
1264	燠
1265	汩
1266	究
1267	驖
1268	噸
1269	黿
1270	浙
1271	汎
1272	林
1273	們
1274	搔
1275	珗
1276	嘐
1277	劒
1278	乳
1279	怡
1280	芙
1281	粹
1282	檻
1283	賂
1284	繩
1285	鉛
1286	署
1287	衆
1288	孼
1289	肺
1290	勍
1291	慮
1292	兎
1293	鄘
1294	幄
1295	霞
1296	生
1297	指
1298	緣
1299	紅
1300	欺
1301	蝦
1302	魔
1303	註
1304	椽
1305	煢
1306	牆
1307	扈
1308	睨
1309	億
1310	觫
1311	謄
1312	鉗
1313	繰
1314	說
1315	点
1316	逞
1317	恐
1318	闔
1319	僤
1320	閨
1321	妄
1322	殿
1323	茗
1324	撚
1325	坫
1326	橲
1327	簑
1328	轄
1329	穩
1330	鱨
1331	榧
1332	捻
1333	膽
1334	帑
1335	梡
1336	均
1337	伏
1338	著
1339	訔
1340	琚
1341	藉
1342	岵
1343	丑
1344	漙
1345	暋
1346	樽
1347	渥
1348	湞
1349	島
1350	袈
1351	鱒
1352	薔
1353	熺
1354	畿
1355	菫
1356	悵
1357	崖
1358	闢
1359	梏
1360	輻
1361	噋
1362	壑
1363	態
1364	契
1365	閃
1366	佰
1367	乶
1368	螺
1369	長
1370	槪
1371	椒
1372	橄
1373	虢
1374	懶
1375	瑢
1376	戮
1377	狡
1378	楠
1379	窞
1380	蠋
1381	吏
1382	餼
1383	痹
1384	貆
1385	翁
1386	揆
1387	蟠
1388	縡
1389	謚
1390	歷
1391	湘
1392	瞑
1393	畦
1394	儛
1395	脈
1396	雅
1397	騫
1398	鋼
1399	檗
1400	鰻
1401	貂
1402	芳
1403	幣
1404	些
1405	草
1406	瓢
1407	颱
1408	鞞
1409	訛
1410	譸
1411	局
1412	樕
1413	梭
1414	藚
1415	戊
1416	憺
1417	繾
1418	穈
1419	根
1420	蕉
1421	秕
1422	排
1423	輯
1424	澤
1425	僉
1426	熙
1427	珸
1428	皜
1429	殆
1430	廬
1431	笥
1432	毒
1433	膚
1434	闍
1435	蓰
1436	麻
1437	掘
1438	覲
1439	衾
1440	菑
1441	劍
1442	五
1443	扑
1444	意
1445	惙
1446	珂
1447	江
1448	歹
1449	彦
1450	禔
1451	琡
1452	涌
1453	樛
1454	罝
1455	亢
1456	棺
1457	覩
1458	葫
1459	鑛
1460	癬
1461	頏
1462	欣
1463	璃
1464	湝
1465	胱
1466	佑
1467	反
1468	市
1469	梅
1470	昄
1471	豎
1472	擺
1473	糺
1474	破
1475	獧
1476	樊
1477	趨
1478	岌
1479	次
1480	站
1481	優
1482	鯨
1483	葯
1484	飇
1485	鵲
1486	藐
1487	詡
1488	寫
1489	賃
1490	誨
1491	僕
1492	蘞
1493	無
1494	匙
1495	啜
1496	鱉
1497	輅
1498	魁
1499	謐
1500	參
1501	悼
1502	鬈
1503	藝
1504	圈
1505	摠
1506	彛
1507	玁
1508	不
1509	號
1510	位
1511	肱
1512	渲
1513	倣
1514	酬
1515	頰
1516	棨
1517	埠
1518	實
1519	鏗
1520	喀
1521	琴
1522	茀
1523	騙
1524	顔
1525	餐
1526	翌
1527	姪
1528	瘙
1529	嘯
1530	箱
1531	珍
1532	燾
1533	芽
1534	燈
1535	潗
1536	姮
1537	弼
1538	栗
1539	橈
1540	緘
1541	猶
1542	欲
1543	桷
1544	晤
1545	彿
1546	扣
1547	驍
1548	堉
1549	歇
1550	糠
1551	鍔
1552	封
1553	流
1554	檢
1555	累
1556	訑
1557	枋
1558	短
1559	瑱
1560	酋
1561	葽
1562	穆
1563	哉
1564	胞
1565	垠
1566	鋥
1567	牝
1568	牽
1569	觿
1570	篪
1571	漳
1572	展
1573	麴
1574	窶
1575	景
1576	匵
1577	裎
1578	嗇
1579	儲
1580	芣
1581	沚
1582	峀
1583	香
1584	匠
1585	丙
1586	纚
1587	同
1588	霆
1589	桄
1590	鯊
1591	皥
1592	舃
1593	強
1594	謠
1595	邢
1596	徯
1597	虎
1598	閹
1599	頗
1600	峠
1601	秞
1602	揉
1603	巿
1604	棟
1605	橋
1606	裹
1607	朦
1608	韋
1609	廈
1610	穀
1611	於
1612	祀
1613	爨
1614	幽
1615	憸
1616	翎
1617	盪
1618	藘
1619	痢
1620	擣
1621	咀
1622	尉
1623	遯
1624	鶂
1625	盎
1626	減
1627	篤
1628	碗
1629	菖
1630	羹
1631	窒
1632	捷
1633	履
1634	菓
1635	澨
1636	菶
1637	質
1638	鹽
1639	依
1640	甛
1641	聘
1642	喤
1643	絮
1644	帽
1645	熲
1646	逸
1647	瀞
1648	膜
1649	旽
1650	花
1651	鞋
1652	肩
1653	逕
1654	菲
1655	畔
1656	伐
1657	永
1658	諧
1659	肇
1660	當
1661	臧
1662	調
1663	鴛
1664	美
1665	赬
1666	眼
1667	盻
1668	淅
1669	摟
1670	俱
1671	肴
1672	唵
1673	熒
1674	稠
1675	嵐
1676	班
1677	蓍
1678	零
1679	鈺
1680	倚
1681	馮
1682	潟
1683	枯
1684	卜
1685	蕪
1686	雀
1687	較
1688	鑑
1689	羲
1690	鞏
1691	張
1692	歡
1693	競
1694	恪
1695	紳
1696	濃
1697	醴
1698	隅
1699	緩
1700	敭
1701	芭
1702	芟
1703	暑
1704	秬
1705	擎
1706	隙
1707	噴
1708	梯
1709	眞
1710	遑
1711	苦
1712	園
1713	寀
1714	瞯
1715	燒
1716	瘤
1717	捌
1718	嚴
1719	惱
1720	謙
1721	蹐
1722	豁
1723	翫
1724	豵
1725	磁
1726	攸
1727	嬋
1728	慝
1729	算
1730	竇
1731	邏
1732	斛
1733	隱
1734	蜩
1735	雒
1736	廓
1737	汞
1738	煇
1739	羿
1740	綌
1741	瑛
1742	礪
1743	筌
1744	飜
1745	池
1746	固
1747	睠
1748	淄
1749	緻
1750	吸
1751	焃
1752	澗
1753	米
1754	驢
1755	閾
1756	艾
1757	枝
1758	闇
1759	悖
1760	塼
1761	疾
1762	瞍
1763	縕
1764	鬲
1765	縯
1766	冬
1767	苔
1768	无
1769	召
1770	轡
1771	瑳
1772	齬
1773	隮
1774	璘
1775	琥
1776	沙
1777	奫
1778	祕
1779	刀
1780	朽
1781	嚚
1782	烟
1783	瑠
1784	崩
1785	佞
1786	斮
1787	砮
1788	坪
1789	肆
1790	鈑
1791	娩
1792	頻
1793	導
1794	諍
1795	鼫
1796	愚
1797	奢
1798	宥
1799	牣
1800	鱮
1801	姆
1802	鱇
1803	瓞
1804	鷸
1805	翼
1806	疝
1807	疑
1808	鋈
1809	遙
1810	納
1811	賑
1812	毛
1813	棠
1814	凸
1815	蹊
1816	逼
1817	拱
1818	彀
1819	楷
1820	揜
1821	綻
1822	熱
1823	岡
1824	昜
1825	臾
1826	懆
1827	龥
1828	鈗
1829	蹻
1830	坎
1831	瑄
1832	勁
1833	漫
1834	睿
1835	馬
1836	珫
1837	呼
1838	規
1839	罿
1840	軫
1841	泰
1842	迎
1843	季
1844	蔿
1845	炳
1846	薰
1847	薄
1848	耄
1849	爪
1850	甄
1851	蹈
1852	酣
1853	葡
1854	墊
1855	禎
1856	毓
1857	懼
1858	絡
1859	住
1860	鐺
1861	叔
1862	繫
1863	恃
1864	顒
1865	鱧
1866	宕
1867	舒
1868	鞸
1869	芿
1870	夕
1871	離
1872	蓀
1873	妓
1874	喫
1875	臬
1876	阮
1877	採
1878	罌
1879	漏
1880	得
1881	繚
1882	換
1883	黷
1884	諂
1885	曝
1886	爔
1887	乷
1888	裨
1889	增
1890	余
1891	浥
1892	茲
1893	西
1894	恬
1895	惶
1896	萍
1897	互
1898	喊
1899	式
1900	什
1901	逋
1902	蟯
1903	趾
1904	話
1905	救
1906	炬
1907	酸
1908	梓
1909	侏
1910	矇
1911	勳
1912	楗
1913	杻
1914	閏
1915	祈
1916	邦
1917	煦
1918	誚
1919	窓
1920	彷
1921	塾
1922	癙
1923	率
1924	蔓
1925	鞉
1926	公
1927	鉷
1928	庾
1929	絢
1930	夙
1931	絶
1932	怰
1933	珪
1934	摽
1935	珵
1936	盖
1937	褎
1938	醞
1939	朅
1940	問
1941	粧
1942	邱
1943	陳
1944	柿
1945	賓
1946	嘬
1947	里
1948	乍
1949	酉
1950	相
1951	淳
1952	鰍
1953	杝
1954	靚
1955	翹
1956	仞
1957	漿
1958	敦
1959	芯
1960	睟
1961	鼐
1962	亡
1963	戺
1964	蟀
1965	徵
1966	晟
1967	柶
1968	母
1969	果
1970	慓
1971	縉
1972	靄
1973	憝
1974	孑
1975	谷
1976	律
1977	淑
1978	土
1979	艅
1980	鋸
1981	隧
1982	組
1983	皐
1984	疸
1985	凗
1986	矣
1987	愼
1988	瀟
1989	屈
1990	乏
1991	煎
1992	牟
1993	熯
1994	陋
1995	眺
1996	賢
1997	喜
1998	斧
1999	重
2000	缺
2001	柚
2002	蓧
2003	返
2004	隤
2005	豪
2006	姑
2007	膠
2008	銖
2009	泗
2010	建
2011	早
2012	鍼
2013	耼
2014	畯
2015	抗
2016	簀
2017	狹
2018	熏
2019	駒
2020	耜
2021	廋
2022	原
2023	撒
2024	悳
2025	汾
2026	遝
2027	埃
2028	懇
2029	澁
2030	便
2031	妹
2032	茵
2033	仰
2034	旱
2035	栒
2036	向
2037	粼
2038	字
2039	曠
2040	罄
2041	覘
2042	屢
2043	涅
2044	縞
2045	媼
2046	俊
2047	莽
2048	檍
2049	合
2050	綜
2051	變
2052	剿
2053	斗
2054	皺
2055	莠
2056	蝶
2057	醫
2058	葵
2059	着
2060	雝
2061	僚
2062	耉
2063	跳
2064	饋
2065	竄
2066	割
2067	暲
2068	領
2069	諄
2070	甚
2071	彔
2072	宗
2073	鄕
2074	穋
2075	肥
2076	沌
2077	趺
2078	徂
2079	懮
2080	駐
2081	斤
2082	麋
2083	脣
2084	汀
2085	把
2086	牿
2087	羈
2088	渾
2089	朮
2090	寑
2091	衿
2092	轍
2093	貸
2094	瀌
2095	滕
2096	漁
2097	珏
2098	伊
2099	耘
2100	弊
2101	矍
2102	薪
2103	闐
2104	塵
2105	蕨
2106	威
2107	貿
2108	櫝
2109	饌
2110	迪
2111	哺
2112	饅
2113	蠱
2114	珽
2115	慈
2116	康
2117	銳
2118	蘗
2119	決
2120	庵
2121	只
2122	途
2123	瘁
2124	孀
2125	的
2126	宙
2127	傍
2128	棲
2129	澍
2130	恙
2131	黥
2132	侯
2133	秔
2134	捋
2135	醜
2136	迫
2137	旺
2138	太
2139	嶝
2140	臣
2141	審
2142	噫
2143	魋
2144	晄
2145	硏
2146	駑
2147	釘
2148	潁
2149	浬
2150	怙
2151	劤
2152	曺
2153	爵
2154	拙
2155	溪
2156	縢
2157	央
2158	境
2159	慜
2160	卣
2161	瓊
2162	愴
2163	冏
2164	扎
2165	淮
2166	視
2167	蟹
2168	邑
2169	圄
2170	裼
2171	孽
2172	虧
2173	踪
2174	逵
2175	役
2176	蒻
2177	凹
2178	羆
2179	雞
2180	猫
2181	悔
2182	諛
2183	煒
2184	心
2185	枏
2186	瘝
2187	舛
2188	野
2189	訧
2190	掉
2191	愫
2192	溱
2193	泮
2194	嶞
2195	陵
2196	膈
2197	東
2198	騭
2199	降
2200	小
2201	諡
2202	簽
2203	煤
2204	足
2205	贖
2206	厲
2207	傾
2208	壎
2209	年
2210	菉
2211	游
2212	咏
2213	蔑
2214	詞
2215	絆
2216	爗
2217	塏
2218	紾
2219	翬
2220	劬
2221	佽
2222	佃
2223	姐
2224	昆
2225	羚
2226	塹
2227	盒
2228	暖
2229	墍
2230	嫡
2231	盆
2232	邨
2233	灐
2234	序
2235	過
2236	褙
2237	濂
2238	染
2239	示
2240	剛
2241	礩
2242	狎
2243	勖
2244	軾
2245	纍
2246	惹
2247	銃
2248	駿
2249	鴈
2250	造
2251	豝
2252	第
2253	鬢
2254	懿
2255	伎
2256	砥
2257	澐
2258	輶
2259	穽
2260	轢
2261	舵
2262	迓
2263	邵
2264	遠
2265	耐
2266	烓
2267	冥
2268	新
2269	孫
2270	緡
2271	愬
2272	慢
2273	咢
2274	艙
2275	酪
2276	錚
2277	準
2278	渣
2279	症
2280	埸
2281	栯
2282	綺
2283	傞
2284	佌
2285	殷
2286	鐫
2287	金
2288	致
2289	混
2290	脢
2291	文
2292	滲
2293	琶
2294	棖
2295	牙
2296	址
2297	禱
2298	渭
2299	獵
2300	尋
2301	沿
2302	撞
2303	史
2304	砒
2305	佗
2306	旅
2307	免
2308	諶
2309	鋏
2310	萸
2311	養
2312	略
2313	琇
2314	揶
2315	昰
2316	患
2317	菅
2318	誅
2319	託
2320	享
2321	卷
2322	軟
2323	譜
2324	雙
2325	廟
2326	軸
2327	韎
2328	碧
2329	旋
2330	緄
2331	憔
2332	猷
2333	桓
2334	宛
2335	湳
2336	擘
2337	昭
2338	柒
2339	炭
2340	眩
2341	派
2342	痼
2343	蕩
2344	輿
2345	徨
2346	鍑
2347	姝
2348	兩
2349	職
2350	奘
2351	厚
2352	璥
2353	琢
2354	熔
2355	梴
2356	躪
2357	票
2358	婚
2359	信
2360	狀
2361	軒
2362	睡
2363	證
2364	守
2365	貞
2366	矙
2367	躇
2368	瀾
2369	璡
2370	狁
2371	諱
2372	嫦
2373	蹢
2374	爾
2375	毁
2376	鍾
2377	點
2378	眷
2379	責
2380	儀
2381	少
2382	緬
2383	曙
2384	寡
2385	麪
2386	摧
2387	名
2388	忻
2389	勒
2390	綿
2391	訿
2392	俎
2393	楹
2394	築
2395	杖
2396	瘠
2397	訌
2398	媛
2399	暠
2400	抄
2401	家
2402	暉
2403	至
2404	臲
2405	騰
2406	禳
2407	壓
2408	囚
2409	賰
2410	痡
2411	屋
2412	涇
2413	纘
2414	飼
2415	肋
2416	京
2417	片
2418	鼠
2419	蔣
2420	蚊
2421	唱
2422	怪
2423	胴
2424	窩
2425	悛
2426	烱
2427	掠
2428	梧
2429	盾
2430	釗
2431	佼
2432	偪
2433	湧
2434	耭
2435	翅
2436	帖
2437	菏
2438	韻
2439	俄
2440	件
2441	臘
2442	斡
2443	毋
2444	豌
2445	紕
2446	悚
2447	曆
2448	迷
2449	蘩
2450	沆
2451	嵬
2452	窟
2453	駪
2454	陛
2455	嶺
2456	庳
2457	拐
2458	瑅
2459	焄
2460	溵
2461	噎
2462	歐
2463	蚣
2464	痂
2465	涓
2466	糜
2467	沬
2468	霢
2469	昞
2470	庠
2471	紈
2472	烋
2473	譴
2474	瘧
2475	代
2476	乾
2477	昧
2478	慄
2479	效
2480	鉦
2481	層
2482	娥
2483	鷊
2484	遆
2485	頍
2486	卦
2487	狐
2488	蟬
2489	茶
2490	輪
2491	菌
2492	鮒
2493	痕
2494	胥
2495	炫
2496	譏
2497	俯
2498	甸
2499	懥
2500	芮
2501	巓
2502	盥
2503	猱
2504	秩
2505	條
2506	憩
2507	厠
2508	觱
2509	敵
2510	臂
2511	飆
